formula_id,stage,source_v4_line,source_v4_section,lhs,rhs,formula_line,parents,state_type,formula_role,observable,status,notes
V5_0086,boundary,368,4. 入口边界因果模型 / ,Liberation_gangue_i,"clip( L0_gangue - k_Lg_wi*(WI_i-WI_ref) - k_Lg_size*(1-F200_i), 0.1,0.8)","Liberation_gangue_i = clip( L0_gangue - k_Lg_wi*(WI_i-WI_ref) - k_Lg_size*(1-F200_i), 0.1,0.8)",L0_gangue;k_Lg_wi;WI_i;WI_ref;k_Lg_size;F200_i,derived,executable,no,canonical,
V5_0087,boundary,410,4. 入口边界因果模型 / ,Liberation_gangue_mixed,"sum_i(M_solid_i*Liberation_gangue_i)/max(M_solid_mixed,eps)","Liberation_gangue_mixed = sum_i(M_solid_i*Liberation_gangue_i)/max(M_solid_mixed,eps)",M_solid_i;Liberation_gangue_i;M_solid_mixed,derived,executable,no,canonical,
V5_0088,tower_mill,1347,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_gangue_overflow,"clip(Liberation_gangue_feed*k_lib_g_enrich,Liberation_gangue_feed,1.0)","Liberation_gangue_overflow = clip(Liberation_gangue_feed*k_lib_g_enrich,Liberation_gangue_feed,1.0)",Liberation_gangue_feed;k_lib_g_enrich,derived,executable,no,canonical,
V5_0089,tower_mill,1350,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_gangue_sand,"clip((Liberation_gangue_feed-Liberation_gangue_overflow*alpha_ov)/max(1-alpha_ov,eps),0,Liberation_gangue_feed)","Liberation_gangue_sand = clip((Liberation_gangue_feed-Liberation_gangue_overflow*alpha_ov)/max(1-alpha_ov,eps),0,Liberation_gangue_feed)",Liberation_gangue_feed;Liberation_gangue_overflow;alpha_ov,derived,executable,no,canonical,
V5_0090,tower_mill,1416,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,MC1_FET503_AI,meas(Q_water_phys),MC1_FET503_AI = meas(Q_water_phys),meas;Q_water_phys,dcs,executable,yes,canonical,
V5_0091,tower_mill,1423,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,MC1_TM204_HDZC_1_WD_AI,meas(T_bearing1),MC1_TM204_HDZC_1_WD_AI = meas(T_bearing1),meas;T_bearing1,dcs,executable,yes,canonical,
V5_0092,tower_mill,1425,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,MC1_TM204_ZDJ_DZ_A_WD_AI,meas(T_stator_A),MC1_TM204_ZDJ_DZ_A_WD_AI = meas(T_stator_A),meas;T_stator_A,dcs,executable,yes,canonical,
V5_0093,tower_mill,1424,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,MC1_TM206_HDZC_2_WD_AI,meas(T_bearing2),MC1_TM206_HDZC_2_WD_AI = meas(T_bearing2),meas;T_bearing2,dcs,executable,yes,canonical,
V5_0094,tower_mill,1426,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,MC1_TM206_ZDJ_DZ_B_WD_AI,meas(T_stator_B),MC1_TM206_ZDJ_DZ_B_WD_AI = meas(T_stator_B),meas;T_stator_B,dcs,executable,yes,canonical,
V5_0095,flotation,1447,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,M_NT_in_solid_s,split_NT_s*M_tm_overflow_solid_delayed,M_NT_in_solid_s = split_NT_s*M_tm_overflow_solid_delayed,split_NT_s;M_tm_overflow_solid_delayed,state,executable,no,canonical,
V5_0096,flotation,1448,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,M_NT_in_water_s,split_NT_s*M_tm_overflow_water_delayed,M_NT_in_water_s = split_NT_s*M_tm_overflow_water_delayed,split_NT_s;M_tm_overflow_water_delayed,state,executable,no,canonical,
V5_0097,flotation,1462,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,M_NT_under_solid_s,Q_NT_under_s*rho_under_s*C_under_s,M_NT_under_solid_s = Q_NT_under_s*rho_under_s*C_under_s,Q_NT_under_s;rho_under_s;C_under_s,state,executable,no,canonical,
V5_0098,flotation,1463,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,M_NT_under_water_s,Q_NT_under_s*rho_under_s*(1-C_under_s),M_NT_under_water_s = Q_NT_under_s*rho_under_s*(1-C_under_s),Q_NT_under_s;rho_under_s;C_under_s,state,executable,no,canonical,
V5_0100,flotation,1615,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"M_cell_j_{s,c}","M_cell_j_prev_{s,c}+dt*dM_cell_j_{s,c}/dt","M_cell_j_{s,c}=M_cell_j_prev_{s,c}+dt*dM_cell_j_{s,c}/dt","M_cell_j_prev_{s,c};dM_cell_j_{s,c}",state,executable,no,canonical,
V5_0101,magnetic,1239,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,M_conc_solid,sum_j(conc_j),M_conc_solid = sum_j(conc_j),conc_j,state,executable,no,canonical,
V5_0102,flotation,1622,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,M_feed_sp,"clip(M_feed_nom-KWI_feed*(WI-WI_ref)-Ktm_feed*(I_tm_phys-I_tm_ref)-Kfroth_feed*max(h_froth-h_high,0)-Kpool_feed*max(L_pool-L_high,0)+operator_trim_feed+PRBS_feed_rate,M_feed_min,M_feed_max)","M_feed_sp=clip(M_feed_nom-KWI_feed*(WI-WI_ref)-Ktm_feed*(I_tm_phys-I_tm_ref)-Kfroth_feed*max(h_froth-h_high,0)-Kpool_feed*max(L_pool-L_high,0)+operator_trim_feed+PRBS_feed_rate,M_feed_min,M_feed_max)",M_feed_nom;KWI_feed;WI_ref;Ktm_feed;I_tm_phys;I_tm_ref;Kfroth_feed;h_froth;h_high;Kpool_feed;L_pool;L_high;operator_trim_feed;PRBS_feed_rate;M_feed_min;M_feed_max,setpoint,executable,no,canonical,
V5_0103,tower_mill,1358,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_mill_water_in,M_tm_sand_water+Q_sand_water_phys*rho_water,M_mill_water_in = M_tm_sand_water+Q_sand_water_phys*rho_water,M_tm_sand_water;Q_sand_water_phys;rho_water,state,executable,no,canonical,
V5_0104,tower_mill,1343,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_overflow,M_tm_overflow_solid,M_overflow = M_tm_overflow_solid,M_tm_overflow_solid,state,executable,no,canonical,
V5_0107,tower_mill,1335,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_sand,M_tm_sand_solid,M_sand = M_tm_sand_solid,M_tm_sand_solid,state,executable,no,canonical,
V5_0110,global,178,2. 全局变量分类 / 2.2 隐藏物料状态,M_solid,Fe_total+Gangue,M_solid = Fe_total+Gangue,Fe_total;Gangue,state,definition,no,canonical,
V5_0111,boundary,318,4. 入口边界因果模型 / ,M_solid_i,M_wet_i*C_i,M_solid_i = M_wet_i*C_i,M_wet_i;C_i,state,executable,no,canonical,
V5_0112,boundary,380,4. 入口边界因果模型 / ,M_solid_mixed,M_wet_1*C_1 + M_wet_2*C_2 + M_wet_3*C_3,M_solid_mixed = M_wet_1*C_1 + M_wet_2*C_2 + M_wet_3*C_3,M_wet_1;M_wet_2;M_wet_3,state,executable,no,canonical,
V5_0113,tower_mill,1333,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_tm_overflow_solid,feed_solid*alpha_ov,M_tm_overflow_solid = feed_solid*alpha_ov,feed_solid;alpha_ov,state,executable,no,canonical,
V5_0114,tower_mill,1337,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_tm_overflow_water,feed_water*alpha_ov_water,M_tm_overflow_water = feed_water*alpha_ov_water,feed_water;alpha_ov_water,state,executable,no,canonical,
V5_0115,tower_mill,1334,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_tm_sand_solid,feed_solid-M_tm_overflow_solid,M_tm_sand_solid = feed_solid-M_tm_overflow_solid,feed_solid;M_tm_overflow_solid,state,executable,no,canonical,
V5_0116,tower_mill,1338,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_tm_sand_water,feed_water-M_tm_overflow_water,M_tm_sand_water = feed_water-M_tm_overflow_water,feed_water;M_tm_overflow_water,state,executable,no,canonical,
V5_0117,global,199,2. 全局变量分类 / 2.2 隐藏物料状态,M_water,M_wet-M_solid,M_water = M_wet-M_solid,M_wet;M_solid,state,definition,no,canonical,
V5_0118,boundary,319,4. 入口边界因果模型 / ,M_water_i,M_wet_i-M_solid_i,M_water_i = M_wet_i-M_solid_i,M_wet_i;M_solid_i,state,executable,no,canonical,
V5_0119,boundary,381,4. 入口边界因果模型 / ,M_water_mixed,M_water_1 + M_water_2 + M_water_3,M_water_mixed = M_water_1 + M_water_2 + M_water_3,M_water_1;M_water_2;M_water_3,state,executable,no,canonical,
V5_0120,global,198,2. 全局变量分类 / 2.2 隐藏物料状态,M_wet,"M_solid/max(C,eps)","M_wet = M_solid/max(C,eps)",M_solid,state,definition,no,canonical,
V5_0121,boundary,316,4. 入口边界因果模型 / ,M_wet_i,"availability_i*clip(M_nom_i+xi_common+xi_i,M_min_i,M_max_i)","M_wet_i = availability_i*clip(M_nom_i+xi_common+xi_i,M_min_i,M_max_i)",availability_i;M_nom_i;xi_common;xi_i;M_min_i;M_max_i,state,executable,no,canonical,
V5_0122,boundary,382,4. 入口边界因果模型 / ,M_wet_mixed,M_solid_mixed + M_water_mixed,M_wet_mixed = M_solid_mixed + M_water_mixed,M_solid_mixed;M_water_mixed,state,executable,no,canonical,
V5_0123,magnetic,1255,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,N_flush_open,"clip(round(N_flush_base+Kclog_flush_N*matrix_clog+Kload_flush_N*Q_feed/max(Q_ref,eps)),N_flush_min,N_flush_max)","N_flush_open = clip(round(N_flush_base+Kclog_flush_N*matrix_clog+Kload_flush_N*Q_feed/max(Q_ref,eps)),N_flush_min,N_flush_max)",N_flush_base;Kclog_flush_N;matrix_clog;Kload_flush_N;Q_feed;Q_ref;N_flush_min;N_flush_max,derived,executable,no,canonical,
V5_0125,flotation,1525,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,OH_effect_s,k_naoh_oh*dose_naoh_kg_t_s+k_cao_oh*dose_cao_kg_t_s,OH_effect_s=k_naoh_oh*dose_naoh_kg_t_s+k_cao_oh*dose_cao_kg_t_s,k_naoh_oh;dose_naoh_kg_t_s;k_cao_oh;dose_cao_kg_t_s,derived,executable,no,canonical,
V5_0126,flotation,1670,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_aux_series1,50.0,P_aux_series1 = 50.0,,equipment_signal,executable,no,canonical,
V5_0127,flotation,1671,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_aux_series2,50.0,P_aux_series2 = 50.0,,equipment_signal,executable,no,canonical,
V5_0128,flotation,1546,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_blower_curve_b,"clip(a_fan_b*blower_speed_b^2-b_fan_b*Q_blower_b^2, P_blower_pressure_min_b, P_blower_pressure_max_b)","P_blower_curve_b = clip(a_fan_b*blower_speed_b^2-b_fan_b*Q_blower_b^2, P_blower_pressure_min_b, P_blower_pressure_max_b)",a_fan_b;blower_speed_b;b_fan_b;Q_blower_b;P_blower_pressure_min_b;P_blower_pressure_max_b,equipment_signal,executable,no,canonical,
V5_0129,flotation,1660,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_blower_power_b,sqrt(3)*V_blower_b*I_blower_phys_b*pf_blower_b/1000,P_blower_power_b=sqrt(3)*V_blower_b*I_blower_phys_b*pf_blower_b/1000,V_blower_b;I_blower_phys_b;pf_blower_b,equipment_signal,executable,no,canonical,
V5_0130,flotation,1661,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_blower_power_total,sum_b(P_blower_power_b),P_blower_power_total=sum_b(P_blower_power_b),sum_b;P_blower_power_b,equipment_signal,executable,no,canonical,
V5_0131,flotation,1549,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_blower_pressure_b,"clip(P_header+k_blower_discharge_drop_b*Q_blower_b^2, P_blower_pressure_min_b, P_blower_pressure_max_b)","P_blower_pressure_b = clip(P_header+k_blower_discharge_drop_b*Q_blower_b^2, P_blower_pressure_min_b, P_blower_pressure_max_b)",P_header;k_blower_discharge_drop_b;Q_blower_b;P_blower_pressure_min_b;P_blower_pressure_max_b,equipment_signal,executable,no,canonical,
V5_0132,flotation,1551,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_blower_shaft_kW_b,"Q_blower_b*DeltaP_blower_Pa_b/max(eta_fan_b,eps)/1000","P_blower_shaft_kW_b = Q_blower_b*DeltaP_blower_Pa_b/max(eta_fan_b,eps)/1000",Q_blower_b;DeltaP_blower_Pa_b;eta_fan_b,equipment_signal,executable,no,canonical,
V5_0133,flotation,1657,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"P_cell_motor_{s,c}","sqrt(3)*V_cell_motor*I_cell_motor_phys_{s,c}*pf_cell*eta_cell/1000","P_cell_motor_{s,c}=sqrt(3)*V_cell_motor*I_cell_motor_phys_{s,c}*pf_cell*eta_cell/1000","V_cell_motor;I_cell_motor_phys_{s,c};pf_cell;eta_cell",equipment_signal,executable,no,canonical,
V5_0134,flotation,1554,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"P_cell_{s,c}","P_amb_pressure+rho_slurry_s*g*L_cell_{s,c}/1e6+k_froth_pressure*h_froth_{s,c}","P_cell_{s,c}=P_amb_pressure+rho_slurry_s*g*L_cell_{s,c}/1e6+k_froth_pressure*h_froth_{s,c}","P_amb_pressure;rho_slurry_s;g;L_cell_{s,c};e6;k_froth_pressure;h_froth_{s,c}",equipment_signal,executable,no,canonical,
V5_0135,magnetic,1219,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,P_coil_loss,I_exc^2*R_coil,P_coil_loss = I_exc^2*R_coil,I_exc;R_coil,equipment_signal,executable,no,canonical,
V5_0136,tower_mill,1316,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,P_cyc,"clip(kP*rho_feed*(Q_pump/max(N_cyc_on,1))^2,P_min,P_max)","P_cyc = clip(kP*rho_feed*(Q_pump/max(N_cyc_on,1))^2,P_min,P_max)",kP;rho_feed;Q_pump;N_cyc_on;P_min;P_max,equipment_signal,executable,no,canonical,
V5_0137,tower_mill,1312,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,P_cyc_lag,"delay(P_cyc,L_pump_pressure)","P_cyc_lag = delay(P_cyc,L_pump_pressure)",P_cyc;L_pump_pressure,equipment_signal,executable,no,canonical,
V5_0138,flotation,1659,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"P_drug_pump_{s,j}","sqrt(3)*V_drug_pump*I_drug_j_phys_{s,j}*pf_drug*eta_drug/1000","P_drug_pump_{s,j}=sqrt(3)*V_drug_pump*I_drug_j_phys_{s,j}*pf_drug*eta_drug/1000","V_drug_pump;I_drug_j_phys_{s,j};pf_drug;eta_drug",equipment_signal,executable,no,canonical,
V5_0139,magnetic,1263,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,P_flush_phys,"max(water_pressure-k_flush_Q*Q_flush-k_flush_open*N_flush_open,0)","P_flush_phys = max(water_pressure-k_flush_Q*Q_flush-k_flush_open*N_flush_open,0)",water_pressure;k_flush_Q;Q_flush;k_flush_open;N_flush_open,physical_signal,executable,no,canonical,
V5_0140,flotation,1548,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_header,P_header_ss+(P_header_prev-P_header_ss)*exp(-dt/tau_header_pressure),P_header = P_header_ss+(P_header_prev-P_header_ss)*exp(-dt/tau_header_pressure),P_header_ss;P_header_prev;tau_header_pressure,equipment_signal,executable,no,canonical,
V5_0141,flotation,1537,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_header_sp,"clip(P_header_nom+Kair_header*(sum_{s,c}(Q_air_sp_{s,c})-Q_air_total_ref)+Kvalve_header*(u_bv_ref-mean_{s,c}(u_bv_{s,c})),P_header_min,P_header_max)","P_header_sp = clip(P_header_nom+Kair_header*(sum_{s,c}(Q_air_sp_{s,c})-Q_air_total_ref)+Kvalve_header*(u_bv_ref-mean_{s,c}(u_bv_{s,c})),P_header_min,P_header_max)","P_header_nom;Kair_header;sum_{s,c};Q_air_sp_{s,c};Q_air_total_ref;Kvalve_header;u_bv_ref;mean_{s,c};u_bv_{s,c};P_header_min;P_header_max",setpoint,executable,no,canonical,
V5_0142,flotation,1547,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_header_ss,"clip(weighted_mean_b(P_blower_curve_b, blower_load_share_b)-header_resistance*Q_air_total^2, P_header_min, P_header_max)","P_header_ss = clip(weighted_mean_b(P_blower_curve_b, blower_load_share_b)-header_resistance*Q_air_total^2, P_header_min, P_header_max)",weighted_mean_b;P_blower_curve_b;blower_load_share_b;header_resistance;Q_air_total;P_header_min;P_header_max,equipment_signal,executable,no,canonical,
V5_0143,tower_mill,1370,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,P_mech,P_mech_ss+(P_mech_prev-P_mech_ss)*exp(-dt/tau_P),P_mech = P_mech_ss+(P_mech_prev-P_mech_ss)*exp(-dt/tau_P),P_mech_ss;P_mech_prev;tau_P,equipment_signal,executable,no,canonical,
V5_0144,tower_mill,1369,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,P_mech_ss,P_idle+P_media+kM*M_sand*(1+grind_difficulty),P_mech_ss = P_idle+P_media+kM*M_sand*(1+grind_difficulty),P_idle;P_media;kM;M_sand;grind_difficulty,equipment_signal,executable,no,canonical,
V5_0145,flotation,1658,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"P_pool_pump_{s,k}","sqrt(3)*V_pool_pump*I_pool_phys_{s,k}*pf_pool*eta_pool/1000","P_pool_pump_{s,k}=sqrt(3)*V_pool_pump*I_pool_phys_{s,k}*pf_pool*eta_pool/1000","V_pool_pump;I_pool_phys_{s,k};pf_pool;eta_pool",equipment_signal,executable,no,canonical,
V5_0146,flotation,1672,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_series1,sum_cell_power_s1+sum_pool_power_s1+sum_drug_power_s1+blower_power_share1+P_aux_series1,P_series1=sum_cell_power_s1+sum_pool_power_s1+sum_drug_power_s1+blower_power_share1+P_aux_series1,sum_cell_power_s1;sum_pool_power_s1;sum_drug_power_s1;blower_power_share1;P_aux_series1,equipment_signal,executable,no,canonical,
V5_0147,flotation,1673,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,P_series2,sum_cell_power_s2+sum_pool_power_s2+sum_drug_power_s2+blower_power_share2+P_aux_series2,P_series2=sum_cell_power_s2+sum_pool_power_s2+sum_drug_power_s2+blower_power_share2+P_aux_series2,sum_cell_power_s2;sum_pool_power_s2;sum_drug_power_s2;blower_power_share2;P_aux_series2,equipment_signal,executable,no,canonical,
V5_0148,flotation,1446,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_NT_in_s,split_NT_s*Q_tm_overflow_delayed,Q_NT_in_s = split_NT_s*Q_tm_overflow_delayed,split_NT_s;Q_tm_overflow_delayed,flow,executable,no,canonical,
V5_0149,flotation,1461,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_NT_under_s,"k_NT_under*u_NT_under_s*sqrt(max(L_NT_s,0))","Q_NT_under_s = k_NT_under*u_NT_under_s*sqrt(max(L_NT_s,0))",k_NT_under;u_NT_under_s;L_NT_s,flow,executable,no,canonical,
V5_0152,flotation,1535,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_air_sp_{s,c}","clip(Q_air_nom_c+Kh_c*(h_ref_c-h_froth_lag_{s,c})+Kload_c*(M_feed_solid_s-M_ref)+Khydro_c*(hydrophobic_load_{s,c}-hydro_ref_c)+Kdensity_c*(C_s-C_ref)+operator_trim_air_{s,c}+PRBS_air_{s,c},Q_air_min_c,Q_air_max_c)","Q_air_sp_{s,c}=clip(Q_air_nom_c+Kh_c*(h_ref_c-h_froth_lag_{s,c})+Kload_c*(M_feed_solid_s-M_ref)+Khydro_c*(hydrophobic_load_{s,c}-hydro_ref_c)+Kdensity_c*(C_s-C_ref)+operator_trim_air_{s,c}+PRBS_air_{s,c},Q_air_min_c,Q_air_max_c)","Q_air_nom_c;Kh_c;h_ref_c;h_froth_lag_{s,c};Kload_c;M_feed_solid_s;M_ref;Khydro_c;hydrophobic_load_{s,c};hydro_ref_c;Kdensity_c;C_s;C_ref;operator_trim_air_{s,c};PRBS_air_{s,c};Q_air_min_c;Q_air_max_c",flow,executable,no,canonical,
V5_0153,flotation,1538,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_air_total,"sum_{s,c}(Q_air_{s,c})","Q_air_total = sum_{s,c}(Q_air_{s,c})","sum_{s,c};Q_air_{s,c}",flow,executable,no,canonical,
V5_0154,flotation,1557,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_air_{s,c}","C_orifice_c*u_bv_{s,c}*sqrt(max(P_header-P_cell_{s,c},0))","Q_air_{s,c}=C_orifice_c*u_bv_{s,c}*sqrt(max(P_header-P_cell_{s,c},0))","C_orifice_c;u_bv_{s,c};P_header;P_cell_{s,c}",flow,executable,no,canonical,
V5_0155,flotation,1543,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_blower_b,blower_load_share_b*Q_air_total,Q_blower_b = blower_load_share_b*Q_air_total,blower_load_share_b;Q_air_total,flow,executable,no,canonical,
V5_0156,magnetic,1241,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_conc,M_conc_solid/rho_solid_mix+Q_conc_water,Q_conc = M_conc_solid/rho_solid_mix+Q_conc_water,M_conc_solid;rho_solid_mix;Q_conc_water,flow,executable,no,canonical,
V5_0157,magnetic,1240,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_conc_water,"Q_feed_water*clip(k_w0+k_w_clog*matrix_clog,0.05,0.3)","Q_conc_water = Q_feed_water*clip(k_w0+k_w_clog*matrix_clog,0.05,0.3)",Q_feed_water;k_w0;k_w_clog;matrix_clog,flow,executable,no,canonical,
V5_0158,magnetic,1220,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_cooling_water,"k_pipe_cooling*sqrt(max(water_pressure,0))","Q_cooling_water = k_pipe_cooling*sqrt(max(water_pressure,0))",k_pipe_cooling;water_pressure,flow,executable,no,canonical,
V5_0159,flotation,1623,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_feed_meter_phys,Q_feed_s1_total+Q_feed_s2_total,Q_feed_meter_phys = Q_feed_s1_total+Q_feed_s2_total,Q_feed_s1_total;Q_feed_s2_total,physical_signal,executable,no,manual_override,"Manual override: feed meter follows actual thickener underflow to flotation, not a setpoint-only proxy."
V5_0160,flotation,1625,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_feed_s1_total,Q_NT_under_s1,Q_feed_s1_total = Q_NT_under_s1,Q_NT_under_s1,flow,executable,no,manual_override,Manual override: series 1 flotation feed is thickener underflow.
V5_0161,flotation,1626,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_feed_s2_total,Q_NT_under_s2,Q_feed_s2_total = Q_NT_under_s2,Q_NT_under_s2,flow,executable,no,manual_override,Manual override: series 2 flotation feed is thickener underflow.
V5_0162,magnetic,1262,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_flush,"Cv_flush*u_flush*sqrt(max(water_pressure,0))*N_flush_open","Q_flush = Cv_flush*u_flush*sqrt(max(water_pressure,0))*N_flush_open",Cv_flush;u_flush;water_pressure;N_flush_open,flow,executable,no,canonical,
V5_0164,flotation,1619,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_froth_cell_{s,c}","sum_j(froth_j_{s,c})/max(rho_froth_mix_{s,c},eps)","Q_froth_cell_{s,c}=sum_j(froth_j_{s,c})/max(rho_froth_mix_{s,c},eps)","froth_j_{s,c};rho_froth_mix_{s,c}",flow,executable,no,canonical,
V5_0165,flotation,1629,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_ft_s1_1701_phys,Q_feed_s1_total*split_s1_meter1,Q_ft_s1_1701_phys = Q_feed_s1_total*split_s1_meter1,Q_feed_s1_total;split_s1_meter1,physical_signal,executable,no,canonical,
V5_0166,flotation,1630,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_ft_s1_1702_phys,Q_feed_s1_total*(1-split_s1_meter1),Q_ft_s1_1702_phys = Q_feed_s1_total*(1-split_s1_meter1),Q_feed_s1_total;split_s1_meter1,physical_signal,executable,no,canonical,
V5_0167,flotation,1631,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_ft_s2_2701_phys,Q_feed_s2_total*split_s2_meter1,Q_ft_s2_2701_phys = Q_feed_s2_total*split_s2_meter1,Q_feed_s2_total;split_s2_meter1,physical_signal,executable,no,canonical,
V5_0168,flotation,1632,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,Q_ft_s2_2702_phys,Q_feed_s2_total*(1-split_s2_meter1),Q_ft_s2_2702_phys = Q_feed_s2_total*(1-split_s2_meter1),Q_feed_s2_total;split_s2_meter1,physical_signal,executable,no,canonical,
V5_0169,flotation,1574,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_in_cell_{s,cx1}",Q_feed_s,"Q_in_cell_{s,cx1}=Q_feed_s",Q_feed_s,flow,executable,no,canonical,
V5_0170,flotation,1575,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_in_cell_{s,cx2}","Q_out_cell_{s,cx1}","Q_in_cell_{s,cx2}=Q_out_cell_{s,cx1}","Q_out_cell_{s,cx1}",flow,executable,no,canonical,
V5_0171,flotation,1576,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_in_cell_{s,cx3}","Q_out_cell_{s,cx2}","Q_in_cell_{s,cx3}=Q_out_cell_{s,cx2}","Q_out_cell_{s,cx2}",flow,executable,no,canonical,
V5_0172,flotation,1577,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_in_cell_{s,jx}",Q_rougher_froth_s,"Q_in_cell_{s,jx}=Q_rougher_froth_s",Q_rougher_froth_s,flow,executable,no,canonical,
V5_0173,flotation,1578,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_in_cell_{s,sx1}",Q_rougher_tail_s,"Q_in_cell_{s,sx1}=Q_rougher_tail_s",Q_rougher_tail_s,flow,executable,no,canonical,
V5_0174,flotation,1579,10. DCS 具体生成公式和代理防护 / 10.4 浮选 DCS 具体公式,"Q_in_cell_{s,sx2}",Q_scav1_tail_s,"Q_in_cell_{s,sx2}=Q_scav1_tail_s",Q_scav1_tail_s,flow,executable,no,canonical,
