formula_id,line,h2,h3,block_start_line,fence_lang,lhs,rhs_excerpt,formula_line
F0036_586,586,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,580,text,WI_feed_in,"(M_mag_conc_solid*WI_mag_conc+M_tm_discharge_solid_prev*WI_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)","WI_feed_in=(M_mag_conc_solid*WI_mag_conc+M_tm_discharge_solid_prev*WI_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)"
F0036_588,588,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,580,text,C_feed,"C_feed_prev+(dt/max(tau_cyc_pool,eps))*(C_feed_in-C_feed_prev)","C_feed=C_feed_prev+(dt/max(tau_cyc_pool,eps))*(C_feed_in-C_feed_prev)"
F0036_589,589,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,580,text,F325_feed,"F325_feed_prev+(dt/max(tau_cyc_pool,eps))*(F325_feed_in-F325_feed_prev)","F325_feed=F325_feed_prev+(dt/max(tau_cyc_pool,eps))*(F325_feed_in-F325_feed_prev)"
F0036_590,590,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,580,text,Liberation_fe_feed,"Liberation_fe_feed_prev+(dt/max(tau_cyc_pool,eps))*(Liberation_fe_feed_in-Liberation_fe_feed_prev)","Liberation_fe_feed=Liberation_fe_feed_prev+(dt/max(tau_cyc_pool,eps))*(Liberation_fe_feed_in-Liberation_fe_feed_prev)"
F0036_591,591,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,580,text,Liberation_gangue_feed,"Liberation_gangue_feed_prev+(dt/max(tau_cyc_pool,eps))*(Liberation_gangue_feed_in-Liberation_gangue_feed_prev)","Liberation_gangue_feed=Liberation_gangue_feed_prev+(dt/max(tau_cyc_pool,eps))*(Liberation_gangue_feed_in-Liberation_gangue_feed_prev)"
F0036_592,592,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,580,text,WI_feed,"WI_feed_prev+(dt/max(tau_cyc_pool,eps))*(WI_feed_in-WI_feed_prev)","WI_feed=WI_feed_prev+(dt/max(tau_cyc_pool,eps))*(WI_feed_in-WI_feed_prev)"
F0037_598,598,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,d50,"d50_ref*(P_ref/max(P_cyc,eps))^aP*(C/C_ref)^aC*(mu_slurry/mu_ref)^amu","d50=d50_ref*(P_ref/max(P_cyc,eps))^aP*(C/C_ref)^aC*(mu_slurry/mu_ref)^amu"
F0037_599,599,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,alpha_ov,"clip(sigmoid(kF*(F325_feed-F325_ref)+kP*(P_cyc-P_ref)-kC*(C-C_ref)-kmu*(mu_slurry-mu_ref)),0,1)","alpha_ov=clip(sigmoid(kF*(F325_feed-F325_ref)+kP*(P_cyc-P_ref)-kC*(C-C_ref)-kmu*(mu_slurry-mu_ref)),0,1)"
F0037_600,600,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,overflow_j,"feed_j*partition_fine_j(d50,alpha_ov)","overflow_j=feed_j*partition_fine_j(d50,alpha_ov)"
F0037_601,601,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,sand_j,feed_j-overflow_j,sand_j=feed_j-overflow_j
F0037_603,603,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,M_overflow_solid,feed_solid*alpha_ov,M_overflow_solid = feed_solid*alpha_ov
F0037_604,604,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,M_sand_solid,feed_solid-M_overflow_solid,M_sand_solid = feed_solid-M_overflow_solid
F0037_606,606,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,alpha_ov_water,"clip(alpha_ov*k_water_split,0,1)","alpha_ov_water = clip(alpha_ov*k_water_split,0,1)"
F0037_607,607,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,M_overflow_water,feed_water*alpha_ov_water,M_overflow_water = feed_water*alpha_ov_water
F0037_608,608,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,M_sand_water,feed_water-M_overflow_water,M_sand_water = feed_water-M_overflow_water
F0037_610,610,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,Q_overflow,M_overflow_solid/rho_solid_mix + M_overflow_water/rho_water,Q_overflow = M_overflow_solid/rho_solid_mix + M_overflow_water/rho_water
F0037_611,611,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,rho_overflow,"(M_overflow_solid+M_overflow_water)/max(Q_overflow,eps)","rho_overflow = (M_overflow_solid+M_overflow_water)/max(Q_overflow,eps)"
F0037_613,613,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,F325_overflow,"clip(F325_feed*k_fine_enrich/max(alpha_ov,eps),F325_feed,1.0)","F325_overflow = clip(F325_feed*k_fine_enrich/max(alpha_ov,eps),F325_feed,1.0)"
F0037_614,614,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,Liberation_fe_overflow,"clip(Liberation_fe_feed*k_lib_fe_enrich,Liberation_fe_feed,1.0)","Liberation_fe_overflow = clip(Liberation_fe_feed*k_lib_fe_enrich,Liberation_fe_feed,1.0)"
F0037_615,615,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,Liberation_gangue_overflow,"clip(Liberation_gangue_feed*k_lib_g_enrich,Liberation_gangue_feed,1.0)","Liberation_gangue_overflow = clip(Liberation_gangue_feed*k_lib_g_enrich,Liberation_gangue_feed,1.0)"
F0037_617,617,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,F325_sand,"clip( (F325_feed-F325_overflow*alpha_ov)/max(1-alpha_ov,eps), 0,F325_feed)","F325_sand = clip( (F325_feed-F325_overflow*alpha_ov)/max(1-alpha_ov,eps), 0,F325_feed)"
F0037_620,620,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,Liberation_fe_sand,"clip( (Liberation_fe_feed-Liberation_fe_overflow*alpha_ov)/max(1-alpha_ov,eps), 0,Liberation_fe_feed)","Liberation_fe_sand = clip( (Liberation_fe_feed-Liberation_fe_overflow*alpha_ov)/max(1-alpha_ov,eps), 0,Liberation_fe_feed)"
F0037_623,623,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,Liberation_gangue_sand,"clip( (Liberation_gangue_feed-Liberation_gangue_overflow*alpha_ov)/max(1-alpha_ov,eps), 0,Liberation_gangue_feed)","Liberation_gangue_sand = clip( (Liberation_gangue_feed-Liberation_gangue_overflow*alpha_ov)/max(1-alpha_ov,eps), 0,Liberation_gangue_feed)"
F0037_627,627,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,T_slurry_overflow,"T_slurry_feed-k_cool_cyc*max(T_slurry_feed-T_amb,0)","T_slurry_overflow = T_slurry_feed-k_cool_cyc*max(T_slurry_feed-T_amb,0)"
F0037_628,628,6. 塔磨与旋流器因果模型,6.2 泵池与旋流器,597,text,T_slurry_sand,"T_slurry_feed-k_cool_sand*max(T_slurry_feed-T_amb,0)","T_slurry_sand = T_slurry_feed-k_cool_sand*max(T_slurry_feed-T_amb,0)"
F0038_634,634,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,inst_circ_load,"M_sand/max(M_overflow,eps)","inst_circ_load=M_sand/max(M_overflow,eps)"
F0038_635,635,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,circulating_load,"clip(inst_circ_load,0.0,5.0)","circulating_load=clip(inst_circ_load,0.0,5.0)"
F0038_636,636,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,circulating_load_lag,"delay(circulating_load,L_sand_control)","circulating_load_lag=delay(circulating_load,L_sand_control)"
F0038_637,637,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,M_mill_water_in,M_sand_water+Q_sand_water_phys*rho_water,M_mill_water_in=M_sand_water+Q_sand_water_phys*rho_water
F0038_638,638,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,C_mill,"M_sand/max(M_sand+M_mill_water_in,eps)","C_mill=M_sand/max(M_sand+M_mill_water_in,eps)"
F0038_639,639,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,WI_mill,WI_sand,WI_mill=WI_sand
F0038_641,641,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,grind_difficulty,kWI*(WI_mill-WI_ref) + kcoarse*(1-F325_sand) + kC*(C_mill-C_opt)^2 + kmu*(mu_slurry-mu_ref) + kCL*(circulating_load-CL_ref),grind_difficulty = kWI*(WI_mill-WI_ref) + kcoarse*(1-F325_sand) + kC*(C_mill-C_opt)^2 + kmu*(mu_slurry-mu_ref) + kCL*(circulating_load-CL_ref)
F0038_648,648,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,P_mech_ss,P_idle+P_media+kM*M_sand*(1+grind_difficulty),P_mech_ss=P_idle+P_media+kM*M_sand*(1+grind_difficulty)
F0038_649,649,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,P_mech,"ZOH(P_mech,clip(P_mech_ss,0,1.15*P_rated),tau_P)","P_mech=ZOH(P_mech,clip(P_mech_ss,0,1.15*P_rated),tau_P)"
F0038_650,650,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,I_tm,P_mech/(sqrt(3)*V_motor*pf*eta),I_tm=P_mech/(sqrt(3)*V_motor*pf*eta)
F0038_652,652,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,E_spec,"P_mech/max(M_sand,eps)","E_spec=P_mech/max(M_sand,eps)"
F0038_653,653,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,F325_discharge_inst,"clip(F325_sand+kE*log1p(E_spec/max(WI_mill,eps))-k_over*f25,0,1)","F325_discharge_inst=clip(F325_sand+kE*log1p(E_spec/max(WI_mill,eps))-k_over*f25,0,1)"
F0038_654,654,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,Liberation_fe_discharge_inst,"clip( Liberation_fe_sand + k_lib_fe*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_fe_sand), 0,1)","Liberation_fe_discharge_inst = clip( Liberation_fe_sand + k_lib_fe*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_fe_sand), 0,1)"
F0038_658,658,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,Liberation_gangue_discharge_inst,"clip( Liberation_gangue_sand + k_lib_g*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_gangue_sand), 0,1)","Liberation_gangue_discharge_inst = clip( Liberation_gangue_sand + k_lib_g*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_gangue_sand), 0,1)"
F0038_663,663,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,delta_T_mill,"P_mech*k_heat_conv/max(Q_pump*rho_slurry*Cp_slurry,eps)","delta_T_mill = P_mech*k_heat_conv/max(Q_pump*rho_slurry*Cp_slurry,eps)"
F0038_664,664,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,T_slurry_discharge_inst,"T_slurry_sand + delta_T_mill - k_cool_pipe*max(T_slurry_sand-T_amb,0)","T_slurry_discharge_inst = T_slurry_sand + delta_T_mill - k_cool_pipe*max(T_slurry_sand-T_amb,0)"
F0038_669,669,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,F325_discharge,"F325_discharge_prev+(dt/max(tau_mill_residence,eps))*(F325_discharge_inst-F325_discharge_prev)","F325_discharge=F325_discharge_prev+(dt/max(tau_mill_residence,eps))*(F325_discharge_inst-F325_discharge_prev)"
F0038_670,670,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,Liberation_fe_discharge,"Liberation_fe_discharge_prev+(dt/max(tau_mill_residence,eps))*(Liberation_fe_discharge_inst-Liberation_fe_discharge_prev)","Liberation_fe_discharge=Liberation_fe_discharge_prev+(dt/max(tau_mill_residence,eps))*(Liberation_fe_discharge_inst-Liberation_fe_discharge_prev)"
F0038_671,671,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,Liberation_gangue_discharge,"Liberation_gangue_discharge_prev+(dt/max(tau_mill_residence,eps))*(Liberation_gangue_discharge_inst-Liberation_gangue_discharge_prev)","Liberation_gangue_discharge=Liberation_gangue_discharge_prev+(dt/max(tau_mill_residence,eps))*(Liberation_gangue_discharge_inst-Liberation_gangue_discharge_prev)"
F0038_672,672,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,T_slurry_discharge,"T_slurry_discharge_prev+(dt/max(tau_mill_residence,eps))*(T_slurry_discharge_inst-T_slurry_discharge_prev)","T_slurry_discharge=T_slurry_discharge_prev+(dt/max(tau_mill_residence,eps))*(T_slurry_discharge_inst-T_slurry_discharge_prev)"
F0038_673,673,6. 塔磨与旋流器因果模型,6.3 塔磨功耗和解离,633,text,WI_discharge,WI_mill,WI_discharge=WI_mill
F0041_723,723,7. 浮选因果模型,7.2 浮选前浓缩,722,text,dM_NT_solid/dt,M_in_solid-M_under_solid-M_over_solid,dM_NT_solid/dt=M_in_solid-M_under_solid-M_over_solid
F0041_724,724,7. 浮选因果模型,7.2 浮选前浓缩,722,text,dV_NT_water/dt,Q_in_water-Q_under_water-Q_over_water,dV_NT_water/dt=Q_in_water-Q_under_water-Q_over_water
F0041_725,725,7. 浮选因果模型,7.2 浮选前浓缩,722,text,L_NT,(M_NT_solid/rho_solid_mix+V_NT_water)/A_NT,L_NT=(M_NT_solid/rho_solid_mix+V_NT_water)/A_NT
F0041_726,726,7. 浮选因果模型,7.2 浮选前浓缩,722,text,C_under_sp,"clip(C_nom+Kbed*(L_NT-L_ref)+Kload*(M_in-M_ref),C_min,C_max)","C_under_sp=clip(C_nom+Kbed*(L_NT-L_ref)+Kload*(M_in-M_ref),C_min,C_max)"
F0041_727,727,7. 浮选因果模型,7.2 浮选前浓缩,722,text,C_under,"ZOH(C_under,C_under_sp,tau_C)","C_under=ZOH(C_under,C_under_sp,tau_C)"
F0041_728,728,7. 浮选因果模型,7.2 浮选前浓缩,722,text,rho_under,"rho_slurry(C_under,rho_solid_mix)","rho_under=rho_slurry(C_under,rho_solid_mix)"
F0041_729,729,7. 浮选因果模型,7.2 浮选前浓缩,722,text,T_under,"T_NT_in-k_cool_NT*max(T_NT_in-T_amb,0)","T_under=T_NT_in-k_cool_NT*max(T_NT_in-T_amb,0)"
F0041_730,730,7. 浮选因果模型,7.2 浮选前浓缩,722,text,mu_under,"mu_slurry(C_under,clay,f25,r_sil,T_under)","mu_under=mu_slurry(C_under,clay,f25,r_sil,T_under)"
F0041_731,731,7. 浮选因果模型,7.2 浮选前浓缩,722,text,I_NT,I0+kM*M_solid+kmu*mu_under+kbed*bed_mass,I_NT=I0+kM*M_solid+kmu*mu_under+kbed*bed_mass
F0043_746,746,7. 浮选因果模型,7.3 药剂控制,745,text,floatability_difficulty,w_carb*r_carb + w_sil*r_sil + w_fine*f25 + w_coarse*(1-F325) + w_low_lib*(1-Liberation_gangue) + w_density*abs(C-C_opt) + w_clay*clay,floatability_difficulty = w_carb*r_carb + w_sil*r_sil + w_fine*f25 + w_coarse*(1-F325) + w_low_lib*(1-Liberation_gangue) + w_density*abs(C-C_opt) + w_clay*clay
F0043_755,755,7. 浮选因果模型,7.3 药剂控制,745,text,froth_error,h_ref-h_froth_sensor,froth_error = h_ref-h_froth_sensor
F0043_756,756,7. 浮选因果模型,7.3 药剂控制,745,text,selectivity_proxy,q_pH*exp(-((pH-pH_opt)/sigma_pH)^2) + q_lib*Liberation_gangue - q_Ca*Ca2_effect - q_slime*f25,selectivity_proxy = q_pH*exp(-((pH-pH_opt)/sigma_pH)^2) + q_lib*Liberation_gangue - q_Ca*Ca2_effect - q_slime*f25
F0043_762,762,7. 浮选因果模型,7.3 药剂控制,745,text,dose_need_TD_rough,d0_td_r + Kload_td*M_feed_solid + Kdiff_td*floatability_difficulty + Kfroth_td*froth_error + operator_trim_td + PRBS_TD,dose_need_TD_rough = d0_td_r + Kload_td*M_feed_solid + Kdiff_td*floatability_difficulty + Kfroth_td*froth_error + operator_trim_td + PRBS_TD
F0043_770,770,7. 浮选因果模型,7.3 药剂控制,745,text,dose_need_TD_clean,d0_td_c + Kproxy_td*(quality_proxy_ref-quality_proxy_s) + Kdiff_clean*floatability_difficulty + operator_trim_td_clean,dose_need_TD_clean = d0_td_c + Kproxy_td*(quality_proxy_ref-quality_proxy_s) + Kdiff_clean*floatability_difficulty + operator_trim_td_clean
F0043_776,776,7. 浮选因果模型,7.3 药剂控制,745,text,dose_need_DF_K6,d0_k6 + Kslime_k6*f25 + Ksil_k6*r_sil + Kcarb_k6*r_carb + Kselect_k6*(selectivity_ref-selectivity_proxy),dose_need_DF_K6 = d0_k6 + Kslime_k6*f25 + Ksil_k6*r_sil + Kcarb_k6*r_carb + Kselect_k6*(selectivity_ref-selectivity_proxy)
F0043_783,783,7. 浮选因果模型,7.3 药剂控制,745,text,f_j_sp,"dose_to_freq(dose_need_j,M_feed_solid)","f_j_sp=dose_to_freq(dose_need_j,M_feed_solid)"
F0043_784,784,7. 浮选因果模型,7.3 药剂控制,745,text,f_j,"sat_act(f_j_sp,f_min_j,f_max_j,tau_j)","f_j=sat_act(f_j_sp,f_min_j,f_max_j,tau_j)"
F0043_785,785,7. 浮选因果模型,7.3 药剂控制,745,text,Q_j_ml_s,"max(k_pump_j*f_j*health_j+noise,0)","Q_j_ml_s=max(k_pump_j*f_j*health_j+noise,0)"
F0043_786,786,7. 浮选因果模型,7.3 药剂控制,745,text,dose_j_kg_t,"Q_j_ml_s*3.6*rho_j_kg_L*active_j/max(M_feed_solid_tph,eps)","dose_j_kg_t=Q_j_ml_s*3.6*rho_j_kg_L*active_j/max(M_feed_solid_tph,eps)"
F0045_802,802,7. 浮选因果模型,7.4 NaOH/CaO/pH/Ca2+,801,text,pH_sp,"clip(pH_nom + Kcarb_sp*(r_carb-r_carb_ref) + Ksil_sp*(r_sil-r_sil_ref) + operator_trim_pH + PRBS_pH, pH_min,pH_max)","pH_sp=clip(pH_nom + Kcarb_sp*(r_carb-r_carb_ref) + Ksil_sp*(r_sil-r_sil_ref) + operator_trim_pH + PRBS_pH, pH_min,pH_max)"
F0045_809,809,7. 浮选因果模型,7.4 NaOH/CaO/pH/Ca2+,801,text,dose_need_naoh,d0_naoh+Kp_pH*(pH_sp-pH_sensor)+Kbuf_naoh*buffer_capacity+Kflow_naoh*M_feed_solid,dose_need_naoh=d0_naoh+Kp_pH*(pH_sp-pH_sensor)+Kbuf_naoh*buffer_capacity+Kflow_naoh*M_feed_solid
F0045_810,810,7. 浮选因果模型,7.4 NaOH/CaO/pH/Ca2+,801,text,dose_need_cao,d0_cao+Kcarb_cao*r_carb+Ksil_cao*r_sil+Kbuf_cao*buffer_capacity,dose_need_cao=d0_cao+Kcarb_cao*r_carb+Ksil_cao*r_sil+Kbuf_cao*buffer_capacity
F0045_812,812,7. 浮选因果模型,7.4 NaOH/CaO/pH/Ca2+,801,text,OH_effect,k_naoh_oh*dose_naoh_kg_t+k_cao_oh*dose_cao_kg_t,OH_effect=k_naoh_oh*dose_naoh_kg_t+k_cao_oh*dose_cao_kg_t
F0045_813,813,7. 浮选因果模型,7.4 NaOH/CaO/pH/Ca2+,801,text,Ca2_effect,k_cao_ca*dose_cao_kg_t,Ca2_effect=k_cao_ca*dose_cao_kg_t
F0045_814,814,7. 浮选因果模型,7.4 NaOH/CaO/pH/Ca2+,801,text,pH_ss,"pH_base+k_pH*log1p(OH_effect/max(buffer_capacity,eps))","pH_ss=pH_base+k_pH*log1p(OH_effect/max(buffer_capacity,eps))"
F0045_815,815,7. 浮选因果模型,7.4 NaOH/CaO/pH/Ca2+,801,text,pH,"ZOH(pH,pH_ss,tau_pH)+process_noise","pH=ZOH(pH,pH_ss,tau_pH)+process_noise"
F0045_817,817,7. 浮选因果模型,7.4 NaOH/CaO/pH/Ca2+,801,text,E_Ca2_sil,1+a_Ca_sil*sigmoid((Ca2_effect-Ca_sil0)/s_Ca_sil),E_Ca2_sil=1+a_Ca_sil*sigmoid((Ca2_effect-Ca_sil0)/s_Ca_sil)
F0045_818,818,7. 浮选因果模型,7.4 NaOH/CaO/pH/Ca2+,801,text,E_Ca2_carb,1+a_Ca_carb*sigmoid((Ca2_effect-Ca_carb0)/s_Ca_carb),E_Ca2_carb=1+a_Ca_carb*sigmoid((Ca2_effect-Ca_carb0)/s_Ca_carb)
F0047_832,832,7. 浮选因果模型,7.5 气量和泡沫控制,831,text,hydrophobic_load,M_froth_gangue + M_froth_fe_sil + M_froth_fe_carb + k_fe_froth*(M_froth_fe_mag+M_froth_fe_hem),hydrophobic_load = M_froth_gangue + M_froth_fe_sil + M_froth_fe_carb + k_fe_froth*(M_froth_fe_mag+M_froth_fe_hem)
F0047_838,838,7. 浮选因果模型,7.5 气量和泡沫控制,831,text,Q_air_sp,"clip(Q_air_nom + Kh*(h_ref-h_froth_sensor) + Kload*(M_feed_solid-M_ref) + Khydro*(hydrophobic_load-hydro_ref) + Kdensity*(C-C_ref) + operator_trim_air + PRBS_air, Q_air_min,Q_air_max)","Q_air_sp=clip(Q_air_nom + Kh*(h_ref-h_froth_sensor) + Kload*(M_feed_solid-M_ref) + Khydro*(hydrophobic_load-hydro_ref) + Kdensity*(C-C_ref) + operator_trim_air + PRBS_air, Q_air_min,Q_air_max)"
F0047_847,847,7. 浮选因果模型,7.5 气量和泡沫控制,831,text,u_bv,"sat_act(valve_from_air_sp(Q_air_sp,P_blower,P_cell),0.1,0.9,tau_bv)","u_bv=sat_act(valve_from_air_sp(Q_air_sp,P_blower,P_cell),0.1,0.9,tau_bv)"
F0047_848,848,7. 浮选因果模型,7.5 气量和泡沫控制,831,text,Q_air,"C_orifice*u_bv*sqrt(max(P_blower-P_cell,0))","Q_air=C_orifice*u_bv*sqrt(max(P_blower-P_cell,0))"
F0048_854,854,7. 浮选因果模型,7.5 气量和泡沫控制,853,text,scraper_speed,"clip( scraper_nom+K_scrape_P*max(h_froth-h_scrape_ref,0), speed_min,speed_max)","scraper_speed = clip( scraper_nom+K_scrape_P*max(h_froth-h_scrape_ref,0), speed_min,speed_max)"
F0048_858,858,7. 浮选因果模型,7.5 气量和泡沫控制,853,text,froth_stability,s0 + s_TD*dose_TD + s_K6*dose_DF_K6 + s_f25*f25 + s_C*C + s_Ca*Ca2_effect + s_lib*Liberation_gangue + s_clay*clay,froth_stability = s0 + s_TD*dose_TD + s_K6*dose_DF_K6 + s_f25*f25 + s_C*C + s_Ca*Ca2_effect + s_lib*Liberation_gangue + s_clay*clay
F0048_868,868,7. 浮选因果模型,7.5 气量和泡沫控制,853,text,h_ss,"k_h*Q_air*hydrophobic_load*froth_stability/max(k_collapse+k_scrape*scraper_speed,eps)","h_ss=k_h*Q_air*hydrophobic_load*froth_stability/max(k_collapse+k_scrape*scraper_speed,eps)"
F0048_869,869,7. 浮选因果模型,7.5 气量和泡沫控制,853,text,h_froth,"ZOH(h_froth,clip(h_ss,0,h_max),tau_froth)","h_froth=ZOH(h_froth,clip(h_ss,0,h_max),tau_froth)"
F0049_875,875,7. 浮选因果模型,7.5 气量和泡沫控制,874,text,fx_s{s}_{c}_froth_h,,fx_s{s}_{c}_froth_h =
F0049_876,876,7. 浮选因果模型,7.5 气量和泡沫控制,874,text,"ifevent_froth_fault_{s,c}",1: fault_value else: 按第 10.4 节 `h_froth -> x_lpf -> x_dcs` 展开,"if event_froth_fault_{s,c}=1: fault_value else: 按第 10.4 节 `h_froth -> x_lpf -> x_dcs` 展开"
F0050_888,888,7. 浮选因果模型,7.6 液位、流量、停留时间,887,text,gas_holdup,"clip(k_gas*Q_air*(1+k_mu_gas*max(mu_slurry-mu_ref,0)),0,gas_holdup_max)","gas_holdup=clip(k_gas*Q_air*(1+k_mu_gas*max(mu_slurry-mu_ref,0)),0,gas_holdup_max)"
F0050_889,889,7. 浮选因果模型,7.6 液位、流量、停留时间,887,text,L_cell_aerated,"L_cell/max(1-gas_holdup,eps)","L_cell_aerated=L_cell/max(1-gas_holdup,eps)"
F0050_890,890,7. 浮选因果模型,7.6 液位、流量、停留时间,887,text,u_lv_sp,"clip(u0+Kp_L*(L_sp-L_cell_aerated_lag)+Ki_L*int(L_sp-L_cell_aerated_lag),0,1)","u_lv_sp=clip(u0+Kp_L*(L_sp-L_cell_aerated_lag)+Ki_L*int(L_sp-L_cell_aerated_lag),0,1)"
F0050_891,891,7. 浮选因果模型,7.6 液位、流量、停留时间,887,text,u_lv_fb,"sat_act(u_lv_sp,0,1,tau_lv)","u_lv_fb=sat_act(u_lv_sp,0,1,tau_lv)"
F0050_892,892,7. 浮选因果模型,7.6 液位、流量、停留时间,887,text,Q_out_cell,"Cv_lv*u_lv_fb*sqrt(max(L_cell,0))","Q_out_cell=Cv_lv*u_lv_fb*sqrt(max(L_cell,0))"
F0050_893,893,7. 浮选因果模型,7.6 液位、流量、停留时间,887,text,V_pulp_actual,"A_cell*max(L_cell,0)","V_pulp_actual=A_cell*max(L_cell,0)"
F0050_894,894,7. 浮选因果模型,7.6 液位、流量、停留时间,887,text,tau_stage_h,"V_pulp_actual/max(Q_out_cell,eps)","tau_stage_h=V_pulp_actual/max(Q_out_cell,eps)"
F0050_895,895,7. 浮选因果模型,7.6 液位、流量、停留时间,887,text,Q_froth_cell,"sum_j(froth_j)/max(rho_froth_mix,eps)","Q_froth_cell = sum_j(froth_j)/max(rho_froth_mix,eps)"
F0050_896,896,7. 浮选因果模型,7.6 液位、流量、停留时间,887,text,dL_cell/dt,(Q_in_cell-Q_out_cell-Q_froth_cell)/A_cell,dL_cell/dt=(Q_in_cell-Q_out_cell-Q_froth_cell)/A_cell
F0052_912,912,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,entrainment_factor,"e0 + e_f25*f25 + e_clay*clay + e_C*C + e_mu*max(mu_slurry-mu_ref,0)","entrainment_factor = e0 + e_f25*f25 + e_clay*clay + e_C*C + e_mu*max(mu_slurry-mu_ref,0)"
F0052_919,919,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,dose_TD_effective,"dose_TD_effective_prev+(dt/max(tau_adsorption_TD,eps))*(dose_TD-dose_TD_effective_prev)","dose_TD_effective=dose_TD_effective_prev+(dt/max(tau_adsorption_TD,eps))*(dose_TD-dose_TD_effective_prev)"
F0052_920,920,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,dose_DF_K6_effective,"dose_DF_K6_effective_prev+(dt/max(tau_adsorption_K6,eps))*(dose_DF_K6-dose_DF_K6_effective_prev)","dose_DF_K6_effective=dose_DF_K6_effective_prev+(dt/max(tau_adsorption_K6,eps))*(dose_DF_K6-dose_DF_K6_effective_prev)"
F0052_922,922,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,E_collector,sigmoid(a1*(dose_TD_effective-dose_low))*sigmoid(a2*(dose_high-dose_TD_effective)),E_collector=sigmoid(a1*(dose_TD_effective-dose_low))*sigmoid(a2*(dose_high-dose_TD_effective))
F0052_923,923,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,E_depressant,sigmoid(kK6*(dose_DF_K6_effective-dose_K6_ref)),E_depressant=sigmoid(kK6*(dose_DF_K6_effective-dose_K6_ref))
F0052_924,924,7. 浮选因果模型,7.7 浮选速率和组分分流,911,text,E_pH,exp(-((pH-pH_opt)/sigma_pH)^2),E_pH=exp(-((pH-pH_opt)/sigma_pH)^2)
